Navn;Type;SognNavn;SognKode;KommuneNavn;KommuneKode;RegionNavn;RegionKode;Kopieringsdato
Gistrup;By;Gistrup;9157;Aalborg;851;Region Nordjylland;1081;23. maj 2013
Gistrup;Sogn;NULL;;Aalborg;851;Region Nordjylland;1081;23. maj 2013
Give;By;Give;7983;Vejle;630;Region Syddanmark;1083;23. maj 2013
Give;Sogn;NULL;;Vejle;630;Region Syddanmark;1083;23. maj 2013
Giver;By;Giver;8278;Vesthimmerlands;820;Region Nordjylland;1081;23. maj 2013
Giver;Sogn;NULL;;Vesthimmerlands;820;Region Nordjylland;1081;23. maj 2013
Givskud;By;Givskud;7975;Vejle;630;Region Syddanmark;1083;23. maj 2013
Givskud;Sogn;NULL;;Vejle;630;Region Syddanmark;1083;23. maj 2013
Givskud Mark;Spredt bebyggelse;Givskud;7975;Vejle;630;Region Syddanmark;1083;23. maj 2013
Givskud Mark;Spredt bebyggelse;Øster Nykirke;7976;Vejle;630;Region Syddanmark;1083;23. maj 2013
Givskudlund;Spredt bebyggelse;Givskud;7975;Vejle;630;Region Syddanmark;1083;23. maj 2013
Gjaldbæk;Spredt bebyggelse;Sønder Borris;8777;Ringkøbing-Skjern;760;Region Midtjylland;1082;23. maj 2013
Gjandrup;By;Ålum;8514;Randers;730;Region Midtjylland;1082;23. maj 2013
Gjeddesdal;Herregård;Greve;7194;Greve;253;Region Sjælland;1085;23. maj 2013
Gjeller Odde;Odde;Tørring;8843;Lemvig;665;Region Midtjylland;1082;23. maj 2013
Gjeller Sø;Sø ID;Tørring;8843;Lemvig;665;Region Midtjylland;1082;23. maj 2013
Gjellerodde;Sommerhusbebyggelse;Tørring;8843;Lemvig;665;Region Midtjylland;1082;23. maj 2013
Gjellerup;Bydel;Gjellerup;8799;Herning;657;Region Midtjylland;1082;23. maj 2013
Gjellerup;Sogn;NULL;;Herning;657;Region Midtjylland;1082;23. maj 2013
Gjellerup-Lund;By;Gjellerup;8799;Herning;657;Region Midtjylland;1082;23. maj 2013
Gjelstrup;By;Sønder Nissum;8740;Holstebro;661;Region Midtjylland;1082;23. maj 2013
Gjelå;Bæk;Grønbæk;8596;Silkeborg;740;Region Midtjylland;1082;23. maj 2013
Gjelå;Bæk;Vejerslev;8489;Favrskov;710;Region Midtjylland;1082;23. maj 2013
Gjelå;Bæk;Vejerslev;8489;Silkeborg;740;Region Midtjylland;1082;23. maj 2013
Gjelå;Bæk;Grønbæk;8596;Favrskov;710;Region Midtjylland;1082;23. maj 2013
Gjelå;Bæk;Tvilum;8026;Silkeborg;740;Region Midtjylland;1082;23. maj 2013
Gjelå;Bæk;Tvilum;8026;Favrskov;710;Region Midtjylland;1082;23. maj 2013
Gjerlev;By;Gjerlev;8196;Randers;730;Region Midtjylland;1082;23. maj 2013
Gjerlev;Sogn;NULL;;Randers;730;Region Midtjylland;1082;23. maj 2013
Gjerlev Kær;Eng;Gjerlev;8196;Randers;730;Region Midtjylland;1082;23. maj 2013
Gjerlev Østermark;Spredt bebyggelse;Gjerlev;8196;Randers;730;Region Midtjylland;1082;23. maj 2013
Gjern;By;Gjern;8027;Silkeborg;740;Region Midtjylland;1082;23. maj 2013
Gjern;By;Skannerup;8028;Silkeborg;740;Region Midtjylland;1082;23. maj 2013
Gjern;By;Tvilum;8026;Silkeborg;740;Region Midtjylland;1082;23. maj 2013
Gjern;Sogn;NULL;;Silkeborg;740;Region Midtjylland;1082;23. maj 2013
Gjern Bakker;Skov/Plantage;Gjern;8027;Silkeborg;740;Region Midtjylland;1082;23. maj 2013
Gjern Vejle;Spredt bebyggelse;Tvilum;8026;Silkeborg;740;Region Midtjylland;1082;23. maj 2013
Gjern Vejle;Spredt bebyggelse;Gjern;8027;Silkeborg;740;Region Midtjylland;1082;23. maj 2013
Gjern Vestermark;Spredt bebyggelse;Gjern;8027;Silkeborg;740;Region Midtjylland;1082;23. maj 2013
Gjern Å;Bæk;Voel;8021;Silkeborg;740;Region Midtjylland;1082;23. maj 2013
Gjern Å;Bæk;Voel;8021;Favrskov;710;Region Midtjylland;1082;23. maj 2013
Gjern Å;Bæk;Søby;8024;Favrskov;710;Region Midtjylland;1082;23. maj 2013
Gjern Å;Bæk;Søby;8024;Silkeborg;740;Region Midtjylland;1082;23. maj 2013
Gjern Å;Bæk;Tvilum;8026;Silkeborg;740;Region Midtjylland;1082;23. maj 2013
Gjern Å;Bæk;Tvilum;8026;Favrskov;710;Region Midtjylland;1082;23. maj 2013
Gjern Å;Bæk;Skannerup;8028;Silkeborg;740;Region Midtjylland;1082;23. maj 2013
Gjern Å;Bæk;Skannerup;8028;Favrskov;710;Region Midtjylland;1082;23. maj 2013
Gjern Å;Bæk;Gjern;8027;Silkeborg;740;Region Midtjylland;1082;23. maj 2013
Gjern Å;Bæk;Gjern;8027;Favrskov;710;Region Midtjylland;1082;23. maj 2013
Gjerrild;By;Gjerrild;8238;Norddjurs;707;Region Midtjylland;1082;23. maj 2013
Gjerrild;Sogn;NULL;;Norddjurs;707;Region Midtjylland;1082;23. maj 2013
Gjerrild Bugt;Bugt;NULL;;NULL;0;NULL;;23. maj 2013
Gjerrild Flak;Undersøisk grund;NULL;;NULL;0;NULL;;23. maj 2013
Gjerrild Klint;Klint;Gjerrild;8238;Norddjurs;707;Region Midtjylland;1082;23. maj 2013
Gjerrild Nordstrand;Sommerhusbebyggelse;Gjerrild;8238;Norddjurs;707;Region Midtjylland;1082;23. maj 2013
Gjersbøl;Spredt bebyggelse;Snedsted;8660;Thisted;787;Region Nordjylland;1081;23. maj 2013
Gjersbøl Bjerge;Skov/Plantage;Snedsted;8660;Thisted;787;Region Nordjylland;1081;23. maj 2013
Gjesing;By;Gjesing;8267;Norddjurs;707;Region Midtjylland;1082;23. maj 2013
Gjesing;By;Torrild;8088;Skanderborg;746;Region Midtjylland;1082;23. maj 2013
Gjesing;By;Torrild;8088;Odder;727;Region Midtjylland;1082;23. maj 2013
Gjesing;By;Fruering;8035;Skanderborg;746;Region Midtjylland;1082;23. maj 2013
Gjesing;By;Fruering;8035;Odder;727;Region Midtjylland;1082;23. maj 2013
Gjesing;Bydel;Gjesing;9121;Esbjerg;561;Region Syddanmark;1083;23. maj 2013
Gjesing;Sogn;NULL;;Esbjerg;561;Region Syddanmark;1083;23. maj 2013
Gjesing;Sogn;NULL;;Norddjurs;707;Region Midtjylland;1082;23. maj 2013
Gjesing Mose;Mose/Sump;Gjesing;8267;Norddjurs;707;Region Midtjylland;1082;23. maj 2013
Gjesing Plantage;Skov/Plantage;Gjesing;9121;Esbjerg;561;Region Syddanmark;1083;23. maj 2013
Gjesing Plantage;Skov/Plantage;Treenigheds;8907;Esbjerg;561;Region Syddanmark;1083;23. maj 2013
Gjessinggård;Herregård;Tvede;8187;Randers;730;Region Midtjylland;1082;23. maj 2013
Gjessø;By;Them;7998;Silkeborg;740;Region Midtjylland;1082;23. maj 2013
Gjessø Skov;Skov/Plantage;Them;7998;Silkeborg;740;Region Midtjylland;1082;23. maj 2013
Gjorslev;Herregård;Holtug;7496;Stevns;336;Region Sjælland;1085;23. maj 2013
Gjorslev Bøgeskov;Skov/Plantage;Holtug;7496;Stevns;336;Region Sjælland;1085;23. maj 2013
Gjorslev Bøgeskov;Skov/Plantage;Magleby Stevns;7495;Stevns;336;Region Sjælland;1085;23. maj 2013
Gjurup;By;Sankt Hans;8455;Hjørring;860;Region Nordjylland;1081;23. maj 2013
Gjævhul Bakke;Sand/Klit;Lodbjerg;8691;Thisted;787;Region Nordjylland;1081;23. maj 2013
Gjøl;Ager/Mark;Gjøl;8426;Jammerbugt;849;Region Nordjylland;1081;23. maj 2013
Gjøl;By;Gjøl;8426;Jammerbugt;849;Region Nordjylland;1081;23. maj 2013
Gjøl;Sogn;NULL;;Jammerbugt;849;Region Nordjylland;1081;23. maj 2013
Gjøl Bjerg;Højdedrag;Gjøl;8426;Jammerbugt;849;Region Nordjylland;1081;23. maj 2013
Gjøl Bredning;Bredning;NULL;;NULL;0;NULL;;23. maj 2013
Gjøl Mark;Spredt bebyggelse;Gjøl;8426;Jammerbugt;849;Region Nordjylland;1081;23. maj 2013
Gladsaxe;By;Søborggård;7131;Gladsaxe;159;Region Hovedstaden;1084;23. maj 2013
Gladsaxe;By;Gladsaxe;7130;Gladsaxe;159;Region Hovedstaden;1084;23. maj 2013
Gladsaxe;By;Bagsværd;7132;Gladsaxe;159;Region Hovedstaden;1084;23. maj 2013
Gladsaxe;By;Buddinge;9072;Gladsaxe;159;Region Hovedstaden;1084;23. maj 2013
Gladsaxe;By;Haralds;9071;Gladsaxe;159;Region Hovedstaden;1084;23. maj 2013
Gladsaxe;By;Søborgmagle;9068;Gladsaxe;159;Region Hovedstaden;1084;23. maj 2013
Gladsaxe;By;Mørkhøj;7134;Gladsaxe;159;Region Hovedstaden;1084;23. maj 2013
Gladsaxe;By;Stengård;7133;Gladsaxe;159;Region Hovedstaden;1084;23. maj 2013
Gladsaxe;Kommune;NULL;;NULL;0;Region Hovedstaden;1084;23. maj 2013
Gladsaxe;Sogn;NULL;;Gladsaxe;159;Region Hovedstaden;1084;23. maj 2013
Glambæk;Bydel;Flødstrup;7727;Nyborg;450;Region Syddanmark;1083;23. maj 2013
Glambæk;Bydel;Aunslev;7725;Nyborg;450;Region Syddanmark;1083;23. maj 2013
Glamsbjerg;By;Køng;7817;Assens;420;Region Syddanmark;1083;23. maj 2013
Glamsbjerg Grave;Bydel;Køng;7817;Assens;420;Region Syddanmark;1083;23. maj 2013
Glamsbjerg Hegn;Skov/Plantage;Køng;7817;Assens;420;Region Syddanmark;1083;23. maj 2013
Glamsdal;Bydel;Køng;7817;Assens;420;Region Syddanmark;1083;23. maj 2013
Glappe;Spredt bebyggelse;Østermarie;7567;Bornholm;400;Region Hovedstaden;1084;23. maj 2013
Glarbjerg;Spredt bebyggelse;Lomborg;8845;Lemvig;665;Region Midtjylland;1082;23. maj 2013
Glargårde;By;Visborg;8305;Mariagerfjord;846;Region Nordjylland;1081;23. maj 2013
Glasergård;Anden større gård/Proprietærgård;Bevtoft;8957;Haderslev;510;Region Syddanmark;1083;23. maj 2013
Glashøj;Bakke;Sjørring;8724;Thisted;787;Region Nordjylland;1081;23. maj 2013
Glattrup;By;Rårup;7960;Hedensted;766;Region Midtjylland;1082;23. maj 2013
Glatved;By;Hoed;8167;Norddjurs;707;Region Midtjylland;1082;23. maj 2013
Glatved Strand;By;Hoed;8167;Norddjurs;707;Region Midtjylland;1082;23. maj 2013
Glavendrup;By;Skamby;7855;Nordfyns;480;Region Syddanmark;1083;23. maj 2013
Glejbjerg;By;Åstrup;8897;Vejen;575;Region Syddanmark;1083;23. maj 2013
Glenshøj;Gravhøj;Glenstrup;8185;Mariagerfjord;846;Region Nordjylland;1081;23. maj 2013
Glenstrup;By;Glenstrup;8185;Mariagerfjord;846;Region Nordjylland;1081;23. maj 2013
Glenstrup;Sogn;NULL;;Mariagerfjord;846;Region Nordjylland;1081;23. maj 2013
Glenstrup Sø;Sø ID;Skjellerup;8186;Mariagerfjord;846;Region Nordjylland;1081;23. maj 2013
Glenstrup Sø;Sø ID;Glenstrup;8185;Mariagerfjord;846;Region Nordjylland;1081;23. maj 2013
Glerup;By;Visborg;8305;Mariagerfjord;846;Region Nordjylland;1081;23. maj 2013
Glerup;By;Vesterbølle;8517;Vesthimmerlands;820;Region Nordjylland;1081;23. maj 2013
Glerupvad;Spredt bebyggelse;Visborg;8305;Mariagerfjord;846;Region Nordjylland;1081;23. maj 2013
Glesborg;By;Glesborg;8160;Norddjurs;707;Region Midtjylland;1082;23. maj 2013
Glesborg;Sogn;NULL;;Norddjurs;707;Region Midtjylland;1082;23. maj 2013
Glesborg Kær;Spredt bebyggelse;Glesborg;8160;Norddjurs;707;Region Midtjylland;1082;23. maj 2013
Glesborg Lyng;Sommerhusbebyggelse;Glesborg;8160;Norddjurs;707;Region Midtjylland;1082;23. maj 2013
Glibstrup;By;Lyne;8788;Ringkøbing-Skjern;760;Region Midtjylland;1082;23. maj 2013
Glibstrup;Spredt bebyggelse;Andst;8937;Vejen;575;Region Syddanmark;1083;23. maj 2013
Glibstrup Gårde;By;Andst;8937;Vejen;575;Region Syddanmark;1083;23. maj 2013
Glim;By;Glim;7209;Lejre;350;Region Sjælland;1085;23. maj 2013
Glim;Sogn;NULL;;Lejre;350;Region Sjælland;1085;23. maj 2013
Glimsholt;By;Ugilt;8457;Hjørring;860;Region Nordjylland;1081;23. maj 2013
Glimsholt Å;Bæk;Lendum;9063;Hjørring;860;Region Nordjylland;1081;23. maj 2013
Glimsholt Å;Bæk;Sindal;8459;Hjørring;860;Region Nordjylland;1081;23. maj 2013
Glimsholt Å;Bæk;Ugilt;8457;Hjørring;860;Region Nordjylland;1081;23. maj 2013
Glimsholt Å;Bæk;Hørmested;8432;Hjørring;860;Region Nordjylland;1081;23. maj 2013
Glindvad Hede;Spredt bebyggelse;Ørum;8450;Brønderslev;810;Region Nordjylland;1081;23. maj 2013
Glistrup;By;Sønder Nissum;8740;Holstebro;661;Region Midtjylland;1082;23. maj 2013
Glombak;Sø ID;Øsløs;8718;Thisted;787;Region Nordjylland;1081;23. maj 2013
Glomstrup Mark;Spredt bebyggelse;Hvidbjerg;8702;Morsø;773;Region Nordjylland;1081;23. maj 2013
Glomstrup Vig;Bugt;Vester Assels;8708;Morsø;773;Region Nordjylland;1081;23. maj 2013
Glorup;Herregård;Svindinge;7773;Nyborg;450;Region Syddanmark;1083;23. maj 2013
Gloslunde;By;Gloslunde;7632;Lolland;360;Region Sjælland;1085;23. maj 2013
Gloslunde;Sogn;NULL;;Lolland;360;Region Sjælland;1085;23. maj 2013
Gloslunde Hestehave;Spredt bebyggelse;Gloslunde;7632;Lolland;360;Region Sjælland;1085;23. maj 2013
Glostrup;Anden større gård/Proprietærgård;Købelev;7619;Lolland;360;Region Sjælland;1085;23. maj 2013
Glostrup;By;Glostrup;7147;Glostrup;161;Region Hovedstaden;1084;23. maj 2013
Glostrup;Bydel;Egebjerg;7264;Odsherred;306;Region Sjælland;1085;23. maj 2013
Glostrup;Kommune;Glostrup;7147;NULL;0;Region Hovedstaden;1084;23. maj 2013
Glostrup;Sogn;NULL;;Glostrup;161;Region Hovedstaden;1084;23. maj 2013
Glostrup Overdrev;Spredt bebyggelse;Egebjerg;7264;Odsherred;306;Region Sjælland;1085;23. maj 2013
Glud;By;Glud;7962;Hedensted;766;Region Midtjylland;1082;23. maj 2013
Glud;Sogn;NULL;;Hedensted;766;Region Midtjylland;1082;23. maj 2013
Glud Håb;Bugt;NULL;;NULL;0;NULL;;23. maj 2013
Gludsminde;Bydel;Sankt Nikolaj;7893;Vejle;630;Region Syddanmark;1083;23. maj 2013
Gludsted Mose;Ager/Mark;Ejstrup;8000;Ikast-Brande;756;Region Midtjylland;1082;23. maj 2013
Gludsted Plantage;Skov/Plantage;Ejstrup;8000;Ikast-Brande;756;Region Midtjylland;1082;23. maj 2013
Gludsted Plantage;Skov/Plantage;Ejstrup;8000;Silkeborg;740;Region Midtjylland;1082;23. maj 2013
Gludsted Plantage;Skov/Plantage;Vrads;8007;Silkeborg;740;Region Midtjylland;1082;23. maj 2013
Gludsted Plantage;Skov/Plantage;Vrads;8007;Ikast-Brande;756;Region Midtjylland;1082;23. maj 2013
Gludsted Plantage;Skov/Plantage;Bording;8812;Silkeborg;740;Region Midtjylland;1082;23. maj 2013
Gludsted Plantage;Skov/Plantage;Bording;8812;Ikast-Brande;756;Region Midtjylland;1082;23. maj 2013
Gludsted Plantage;Skov/Plantage;Isenvad;9123;Silkeborg;740;Region Midtjylland;1082;23. maj 2013
Gludsted Plantage;Skov/Plantage;Isenvad;9123;Ikast-Brande;756;Region Midtjylland;1082;23. maj 2013
Gluemose;By;Ringe;7766;Faaborg-Midtfyn;430;Region Syddanmark;1083;23. maj 2013
Glukse;By;Gloslunde;7632;Lolland;360;Region Sjælland;1085;23. maj 2013
Glumsø;By;Glumsø;7519;Næstved;370;Region Sjælland;1085;23. maj 2013
Glumsø;Sogn;NULL;;Næstved;370;Region Sjælland;1085;23. maj 2013
Glynebakke;Bakke;Vang;8730;Thisted;787;Region Nordjylland;1081;23. maj 2013
Glynge;Bydel;Nautrup;8544;Skive;779;Region Midtjylland;1082;23. maj 2013
Glynge Hede;Spredt bebyggelse;Nautrup;8544;Skive;779;Region Midtjylland;1082;23. maj 2013
Glyngvad;By;Nautrup;8544;Skive;779;Region Midtjylland;1082;23. maj 2013
Glyngøre;By;Sæby;8547;Skive;779;Region Midtjylland;1082;23. maj 2013
Glyngøre;By;Glyngøre;8546;Skive;779;Region Midtjylland;1082;23. maj 2013
Glyngøre;By;Nautrup;8544;Skive;779;Region Midtjylland;1082;23. maj 2013
Glyngøre;Sogn;NULL;;Skive;779;Region Midtjylland;1082;23. maj 2013
Glæde;Spredt bebyggelse;Lild;8715;Thisted;787;Region Nordjylland;1081;23. maj 2013
Glænø;Spredt bebyggelse;Ørslev;7322;Slagelse;330;Region Sjælland;1085;23. maj 2013
Glænø;Ø;Ørslev;7322;Slagelse;330;Region Sjælland;1085;23. maj 2013
Gniben;Pynt;Odden;7260;Odsherred;306;Region Sjælland;1085;23. maj 2013
Godhavn;Standsningssted;Tibirke;7394;Gribskov;270;Region Hovedstaden;1084;23. maj 2013
Godrum;Spredt bebyggelse;Sevel;8836;Holstebro;661;Region Midtjylland;1082;23. maj 2013
Godrum;Spredt bebyggelse;Sahl;8832;Holstebro;661;Region Midtjylland;1082;23. maj 2013
Godrum;Spredt bebyggelse;Grinderslev;8585;Skive;779;Region Midtjylland;1082;23. maj 2013
Godrum;Spredt bebyggelse;Vrads;8007;Silkeborg;740;Region Midtjylland;1082;23. maj 2013
Godrum;Spredt bebyggelse;Lindeballe;7985;Vejle;630;Region Syddanmark;1083;23. maj 2013
Godsted;By;Godsted;7604;Guldborgsund;376;Region Sjælland;1085;23. maj 2013
Godsted;Sogn;NULL;;Guldborgsund;376;Region Sjælland;1085;23. maj 2013
Godthåb;By;Hjembæk;7297;Holbæk;316;Region Sjælland;1085;23. maj 2013
Godthåb;Bydel;Svenstrup;8333;Aalborg;851;Region Nordjylland;1081;23. maj 2013
Godthåb;Bydel;Godthåb;9107;Aalborg;851;Region Nordjylland;1081;23. maj 2013
Godthåb;Bydel;Skrøbelev;7743;Langeland;482;Region Syddanmark;1083;23. maj 2013
Godthåb;Bydel;Østermarie;7567;Bornholm;400;Region Hovedstaden;1084;23. maj 2013
Godthåb;Bydel;Bregninge;7717;Ærø;492;Region Syddanmark;1083;23. maj 2013
Godthåb;Sogn;NULL;;Aalborg;851;Region Nordjylland;1081;23. maj 2013
Godthåb;Sogn;NULL;;Frederiksberg;147;Region Hovedstaden;1084;23. maj 2013
Godthåb;Spredt bebyggelse;Nørre Snede;7999;Ikast-Brande;756;Region Midtjylland;1082;23. maj 2013
Godthåb;Spredt bebyggelse;Ginnerup;8162;Norddjurs;707;Region Midtjylland;1082;23. maj 2013
Godthåb Høje;Gravhøj;Nørre Snede;7999;Ikast-Brande;756;Region Midtjylland;1082;23. maj 2013
Goldbæk;Spredt bebyggelse;Agerskov;8956;Tønder;550;Region Syddanmark;1083;23. maj 2013
Gosmer;By;Gosmer;8096;Odder;727;Region Midtjylland;1082;23. maj 2013
Gosmer;Sogn;NULL;;Odder;727;Region Midtjylland;1082;23. maj 2013
Gottenborg;Spredt bebyggelse;Arnborg;8811;Herning;657;Region Midtjylland;1082;23. maj 2013
Gottesgabe;Herregård;Kappel;7629;Lolland;360;Region Sjælland;1085;23. maj 2013
Graderup;By;Harndrup;7831;Middelfart;410;Region Syddanmark;1083;23. maj 2013
Graderup;By;Brenderup;7829;Middelfart;410;Region Syddanmark;1083;23. maj 2013
Gram;By;Gram;8946;Haderslev;510;Region Syddanmark;1083;23. maj 2013
Gram;By;Bjerre;7949;Hedensted;766;Region Midtjylland;1082;23. maj 2013
Gram;By;Rårup;7960;Hedensted;766;Region Midtjylland;1082;23. maj 2013
Gram;Bydel;Skanderborg;9166;Skanderborg;746;Region Midtjylland;1082;23. maj 2013
Gram;Bydel;Stilling;8010;Skanderborg;746;Region Midtjylland;1082;23. maj 2013
Gram;Sogn;NULL;;Haderslev;510;Region Syddanmark;1083;23. maj 2013
Gram Mark;Bydel;Gram;8946;Haderslev;510;Region Syddanmark;1083;23. maj 2013
Gram Å;Å;Øster Lindet;8953;Vejen;575;Region Syddanmark;1083;23. maj 2013
Gram Å;Å;Øster Lindet;8953;Haderslev;510;Region Syddanmark;1083;23. maj 2013
Gram Å;Å;Fole;8952;Vejen;575;Region Syddanmark;1083;23. maj 2013
Gram Å;Å;Fole;8952;Haderslev;510;Region Syddanmark;1083;23. maj 2013
Gram Å;Å;Gram;8946;Vejen;575;Region Syddanmark;1083;23. maj 2013
Gram Å;Å;Gram;8946;Haderslev;510;Region Syddanmark;1083;23. maj 2013
Gram Å;Å;Nustrup;8954;Haderslev;510;Region Syddanmark;1083;23. maj 2013
Gram Å;Å;Nustrup;8954;Vejen;575;Region Syddanmark;1083;23. maj 2013
Gramgård;Herregård;Gram;8946;Haderslev;510;Region Syddanmark;1083;23. maj 2013
Grammegårde;By;Aaker;7569;Bornholm;400;Region Hovedstaden;1084;23. maj 2013
Gramrode;By;Rårup;7960;Hedensted;766;Region Midtjylland;1082;23. maj 2013
Gramstrup;Spredt bebyggelse;Vestervig;8648;Thisted;787;Region Nordjylland;1081;23. maj 2013
Gramtange;Spredt bebyggelse;Barrit;7956;Hedensted;766;Region Midtjylland;1082;23. maj 2013
Grane Plantage;Skov/Plantage;Vrads;8007;Silkeborg;740;Region Midtjylland;1082;23. maj 2013
Granlide Plantage;Skov/Plantage;No;8753;Ringkøbing-Skjern;760;Region Midtjylland;1082;23. maj 2013
Gransgård;By;Tørring;8843;Lemvig;665;Region Midtjylland;1082;23. maj 2013
Granslev;By;Granslev;8493;Favrskov;710;Region Midtjylland;1082;23. maj 2013
Granslev;Sogn;NULL;;Favrskov;710;Region Midtjylland;1082;23. maj 2013
Granslev Hede;Spredt bebyggelse;Granslev;8493;Favrskov;710;Region Midtjylland;1082;23. maj 2013
Granslev Å;Bæk;Haurum;8494;Favrskov;710;Region Midtjylland;1082;23. maj 2013
Granslev Å;Bæk;Sall;8495;Favrskov;710;Region Midtjylland;1082;23. maj 2013
Granslev Å;Bæk;Skjød;8537;Favrskov;710;Region Midtjylland;1082;23. maj 2013
Granslev Å;Bæk;Granslev;8493;Favrskov;710;Region Midtjylland;1082;23. maj 2013
Granslev Å;Bæk;Hammel;8022;Favrskov;710;Region Midtjylland;1082;23. maj 2013
Grarup;By;Grarup;8970;Haderslev;510;Region Syddanmark;1083;23. maj 2013
Grarup;Sogn;NULL;;Haderslev;510;Region Syddanmark;1083;23. maj 2013
Grarup;Spredt bebyggelse;Brande;7974;Ikast-Brande;756;Region Midtjylland;1082;23. maj 2013
Grarup Sø;Sø ID;Grarup;8970;Haderslev;510;Region Syddanmark;1083;23. maj 2013
Grasten;By;Thurø;7689;Svendborg;479;Region Syddanmark;1083;23. maj 2013
Grasten;Halvø;Thurø;7689;Svendborg;479;Region Syddanmark;1083;23. maj 2013
Gratbjerg;Bakke;Hyllested;8172;Syddjurs;706;Region Midtjylland;1082;23. maj 2013
Grathe;By;Vinderslev;8600;Silkeborg;740;Region Midtjylland;1082;23. maj 2013
Grauballe;By;Svostrup;8607;Silkeborg;740;Region Midtjylland;1082;23. maj 2013
Grauballe Østermark;Spredt bebyggelse;Svostrup;8607;Silkeborg;740;Region Midtjylland;1082;23. maj 2013
Graum;Spredt bebyggelse;Tårs;8458;Hjørring;860;Region Nordjylland;1081;23. maj 2013
Gravenhøj;Gravhøj;Hjortdal;8710;Jammerbugt;849;Region Nordjylland;1081;23. maj 2013
Gravens;Bydel;Øster Starup;7938;Vejle;630;Region Syddanmark;1083;23. maj 2013
Gravenshoved;Pynt;Fjelstrup;8982;Haderslev;510;Region Syddanmark;1083;23. maj 2013
Gravenshoved;Pynt;Aller;8981;Haderslev;510;Region Syddanmark;1083;23. maj 2013
Gravenskær;Skov/Plantage;Vester Hassing;8385;Aalborg;851;Region Nordjylland;1081;23. maj 2013
Graverhuse;By;Horsens;8383;Aalborg;851;Region Nordjylland;1081;23. maj 2013
Graverhuse;Spredt bebyggelse;Solbjerg;8347;Rebild;840;Region Nordjylland;1081;23. maj 2013
Gravlev;By;Fuglslev;8175;Syddjurs;706;Region Midtjylland;1082;23. maj 2013
Gravlev;By;Gravlev;8336;Rebild;840;Region Nordjylland;1081;23. maj 2013
Gravlev;Sogn;NULL;;Rebild;840;Region Nordjylland;1081;23. maj 2013
Gravlev Hede;Spredt bebyggelse;Gravlev;8336;Rebild;840;Region Nordjylland;1081;23. maj 2013
Gravlund;Anden større gård/Proprietærgård;Toftlund;8960;Tønder;550;Region Syddanmark;1083;23. maj 2013
Gravlund;Spredt bebyggelse;Øse;8910;Varde;573;Region Syddanmark;1083;23. maj 2013
Gravsholt;By;Horsens;8383;Aalborg;851;Region Nordjylland;1081;23. maj 2013
Gravvænge;Spredt bebyggelse;Brudager;7722;Svendborg;479;Region Syddanmark;1083;23. maj 2013
Grebjerg;Bydel;Gjøl;8426;Jammerbugt;849;Region Nordjylland;1081;23. maj 2013
Gredsted;By;Jernved;8903;Esbjerg;561;Region Syddanmark;1083;23. maj 2013
Gredstedbro;By;Vilslev;8901;Esbjerg;561;Region Syddanmark;1083;23. maj 2013
Gredstedbro;By;Hjortlund;8890;Esbjerg;561;Region Syddanmark;1083;23. maj 2013
Gredstedbro;By;Jernved;8903;Esbjerg;561;Region Syddanmark;1083;23. maj 2013
Green;Spredt bebyggelse;Arnborg;8811;Herning;657;Region Midtjylland;1082;23. maj 2013
Green Bæk;Bæk;Arnborg;8811;Herning;657;Region Midtjylland;1082;23. maj 2013
Grejs;By;Grejs;7898;Vejle;630;Region Syddanmark;1083;23. maj 2013
Grejs;Sogn;NULL;;Vejle;630;Region Syddanmark;1083;23. maj 2013
Grejsdal;Bydel;Hover;7906;Vejle;630;Region Syddanmark;1083;23. maj 2013
Grejsdal;Bydel;Hornstrup;7896;Vejle;630;Region Syddanmark;1083;23. maj 2013
Grejsdal;Dal;Grejs;7898;Vejle;630;Region Syddanmark;1083;23. maj 2013
Grejsdal;Dal;Hover;7906;Vejle;630;Region Syddanmark;1083;23. maj 2013
Grejsdal;Dal;Vor Frelsers;7894;Vejle;630;Region Syddanmark;1083;23. maj 2013
Grejsdal;Dal;Nørremarks;9092;Vejle;630;Region Syddanmark;1083;23. maj 2013
Grejsdal;Dal;Hornstrup;7896;Vejle;630;Region Syddanmark;1083;23. maj 2013
Grejsholthus;Spredt bebyggelse;Moltrup;8966;Haderslev;510;Region Syddanmark;1083;23. maj 2013
Gremmeløkke;Spredt bebyggelse;Indslev;7837;Middelfart;410;Region Syddanmark;1083;23. maj 2013
Gren;By;Hellevad;9017;Aabenraa;580;Region Syddanmark;1083;23. maj 2013
Grene;Sogn;NULL;;Billund;530;Region Syddanmark;1083;23. maj 2013
Grene;Spredt bebyggelse;Grene;8943;Billund;530;Region Syddanmark;1083;23. maj 2013
Grene;Spredt bebyggelse;Åstrup;8897;Vejen;575;Region Syddanmark;1083;23. maj 2013
Grene Å;Bæk;Grene;8943;Billund;530;Region Syddanmark;1083;23. maj 2013
